read_id,barcode_id,sample_id,score,status,trimmed_seq,left_barcode_id,right_barcode_id,adapter_penalty,barcode_penalty,primer_penalty,layout_penalty,total_penalty,trim_start,trim_end
2507901449011_1_28_7_104192_15269_1_10.18,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_35_6_95119_21188_2_14.16,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_49_4_91678_23985_1_15.09,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_64_6_90344_26179_0_13.88,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_74_7_97551_20198_3_10.16,FB2_RB2,,0,Pass,,FB2,RB2,0,0,0.0,0,0,,
2507901449011_1_79_5_99646_20273_3_13.94,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_83_6_98026_21257_2_11.03,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_89_5_97840_21529_1_12.53,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_108_5_96862_20499_1_14.15,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_119_4_97515_14000_1_8.75,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_124_6_97203_19836_1_8.90,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_129_4_96535_22761_1_11.19,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_133_5_92405_25074_2_18.58,None_RB4,,-2,Pass,,,RB4,0,2,0.0,0,2,,
2507901449011_1_155_6_95529_21038_2_15.39,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_160_5_109340_8497_0_10.63,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_164_4_98343_20422_1_15.29,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_181_3_98770_20685_1_12.64,FB10_None,,-3,Pass,,FB10,,0,3,0.0,0,3,,
2507901449011_1_184_4_91336_26445_1_13.19,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_199_4_101027_16124_2_11.31,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_204_4_97589_20889_1_10.98,FB10_None,,-3,Pass,,FB10,,0,3,0.0,0,3,,
2507901449011_1_216_5_99023_20213_1_14.61,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_220_5_96125_21337_1_16.96,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_221_4_105160_14014_1_7.71,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_227_4_88781_26864_2_12.67,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_234_3_88407_27804_1_10.20,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_246_5_97414_19235_2_13.10,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_3_4_99795_20776_1_14.41,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_12_5_95231_29134_2_11.79,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_22_6_99342_21365_1_12.25,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_25_5_95111_28973_2_9.94,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_41_5_118340_5951_2_9.58,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_50_4_94730_29448_0_13.78,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_57_7_99805_18500_1_15.39,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_91_5_101635_21995_1_14.23,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_97_6_99953_23265_2_13.37,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_104_6_100458_21487_1_9.52,None_RB1,,-1,Pass,,,RB1,0,1,0.0,0,1,,
2507901449011_1_106_6_102314_22588_3_14.55,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_114_5_95923_24847_1_17.22,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_120_6_102047_22266_1_13.31,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_122_5_116350_7369_1_10.24,FB1_None,,-2,Pass,,FB1,,0,2,0.0,0,2,,
2507901449011_1_125_4_101992_20078_3_11.37,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_161_6_101808_20731_1_12.85,FB4_None,,-1,Pass,,FB4,,0,1,0.0,0,1,,
2507901449011_1_165_5_100602_20113_1_15.11,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_166_6_84005_40717_2_14.16,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_178_4_104139_20426_3_15.17,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_186_12_111991_11494_1_15.18,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_196_4_100013_20348_1_14.27,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_197_7_101792_22378_0_13.40,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_208_5_89792_31478_0_10.00,None_RB3,,0,Pass,,,RB3,0,0,0.0,0,0,,
2507901449011_1_211_6_91276_30598_2_15.68,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_218_4_103528_21345_0_17.36,None_RB7,,-3,Pass,,,RB7,0,3,0.0,0,3,,
2507901449011_1_230_7_98572_23209_0_15.52,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_232_4_103320_19627_1_15.41,FB7_RB8,,0,Pass,,FB7,RB8,0,0,0.0,0,0,,
2507901449011_1_245_4_98647_22268_2_16.33,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_247_5_96961_23918_2_14.98,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_9_6_121067_6246_0_8.57,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_36_4_105334_20690_0_13.04,FB1_None,,-1,Pass,,FB1,,0,1,0.0,0,1,,
2507901449011_1_47_6_112905_15903_1_10.72,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_51_4_105303_20333_1_10.41,FB7_None,,-3,Pass,,FB7,,0,3,0.0,0,3,,
2507901449011_1_62_4_107819_20082_1_13.06,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_88_4_101073_25964_2_10.14,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_93_6_107079_20748_1_14.19,None_RB3,,-2,Pass,,,RB3,0,2,0.0,0,2,,
2507901449011_1_101_6_103011_24032_3_13.04,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_103_4_104080_23635_1_8.10,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_105_3_105994_20851_2_13.54,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_116_4_95198_34282_2_8.26,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_136_4_102665_23476_1_14.75,FB4_None,,-1,Pass,,FB4,,0,1,0.0,0,1,,
2507901449011_1_147_5_110500_19464_3_14.27,FB2_None,,-2,Pass,,FB2,,0,2,0.0,0,2,,
2507901449011_1_148_5_106543_21252_2_14.82,None_RB3,,0,Pass,,,RB3,0,0,0.0,0,0,,
2507901449011_1_167_4_98899_28317_2_11.85,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_179_6_106219_20349_2_13.93,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_202_6_106298_23057_1_9.71,FB1_None,,-2,Pass,,FB1,,0,2,0.0,0,2,,
2507901449011_1_203_6_108784_18475_1_14.55,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_213_3_89022_38206_1_15.76,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_214_5_104008_23026_0_12.31,FB1_None,,-1,Pass,,FB1,,0,1,0.0,0,1,,
2507901449011_1_222_7_121014_5053_1_9.84,None_RB3,,0,Pass,,,RB3,0,0,0.0,0,0,,
2507901449011_1_223_5_104351_23553_2_14.45,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_225_5_105148_23510_2_15.14,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_236_3_91226_34450_1_14.92,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_248_6_106569_21501_3_15.22,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_249_6_107377_22383_1_16.31,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_254_6_105847_21854_1_13.94,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_15_7_111285_19548_2_12.64,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_52_5_106491_25465_0_15.41,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_132_8_111261_21613_1_12.09,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_139_7_110618_20311_2_15.70,None_RB5,,-2,Pass,,,RB5,0,2,0.0,0,2,,
2507901449011_1_166_7_126373_7939_2_14.25,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_171_9_113731_21239_1_13.81,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_172_5_108431_26052_3_16.32,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_175_6_111124_23150_1_11.84,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_177_4_112065_21886_2_13.44,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_180_2_127014_6291_1_9.64,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_183_4_108488_26251_1_10.59,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_186_13_124650_6059_1_7.64,FB5_None,,-1,Pass,,FB5,,0,1,0.0,0,1,,
2507901449011_1_193_7_114357_18485_3_12.72,None_RB7,,-3,Pass,,,RB7,0,3,0.0,0,3,,
2507901449011_1_198_6_111689_22474_1_12.19,None_RB8,,-2,Pass,,,RB8,0,2,0.0,0,2,,
2507901449011_1_201_5_108297_22010_1_12.31,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_219_5_110945_24045_1_16.10,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_242_5_110672_18500_3_7.96,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_10_4_117179_21454_2_14.02,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_20_6_113304_26324_1_9.03,FB1_None,,-1,Pass,,FB1,,0,1,0.0,0,1,,
2507901449011_1_26_5_117240_22623_1_14.94,None_RB3,,0,Pass,,,RB3,0,0,0.0,0,0,,
2507901449011_1_29_5_119184_20562_0_13.06,None_RB1,,-1,Pass,,,RB1,0,1,0.0,0,1,,
2507901449011_1_34_4_114344_23000_1_14.40,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_37_7_116528_19347_0_13.16,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_53_4_112379_27351_2_13.60,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_55_7_114891_18500_1_13.40,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_58_6_117796_21372_3_13.83,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_65_6_108469_28878_2_15.46,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_67_3_111367_27146_1_13.49,None_RB7,,-3,Pass,,,RB7,0,3,0.0,0,3,,
2507901449011_1_69_5_117665_21213_1_15.00,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_84_7_116372_18500_1_12.43,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_117_5_113711_21483_2_12.79,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_123_7_114259_23000_1_15.66,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_155_7_116706_22654_2_16.06,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_160_6_117896_20542_0_13.65,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_168_6_114915_23304_1_13.09,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_188_6_117421_21328_1_15.16,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_226_7_114947_20066_1_14.27,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_229_5_117013_19222_1_14.38,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_250_7_116181_18500_2_17.85,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_1_7_117087_25805_3_12.28,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_35_7_120611_19825_2_15.40,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_40_7_117337_23000_0_12.13,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_45_5_119691_21078_2_11.97,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_49_5_120823_20823_1_13.11,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_64_7_120753_22903_0_13.28,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_75_4_120261_23256_1_12.74,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_95_6_119915_22756_0_9.14,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
